code,name,self_employment_income_count,self_employment_income_mean,self_employment_income_median,employment_income_count,employment_income_mean,employment_income_median,pension_income_count,pension_income_mean,pension_income_median,total_income_count,total_income_mean,total_income_median,total_tax_count,total_tax_mean,total_tax_median,total_tax_amount
E06000006,Halton UA,4,"19,700","15,200",48,"30,400","25,100",16,"17,200","15,300",61,"31,500","25,300",61,"4,120","2,310",250
E06000007,Warrington UA,9,"24,500","15,800",90,"34,700","26,500",30,"20,000","18,100",116,"36,600","26,900",116,"5,710","2,590",661
E10000006,Cumbria County,28,"20,000","14,500",191,"30,200","24,900",87,"18,900","16,500",265,"32,300","25,800",265,"4,190","2,370","1,110"
E07000026,Allerdale,5,"21,100","13,900",33,"30,800","25,700",15,"18,500","17,300",47,"32,000","25,700",47,"4,070","2,370",190
E07000027,Barrow-in-Furness,2,"15,200","13,200",27,"31,000","25,500",10,"17,100","16,700",35,"31,300","25,100",35,"3,900","2,240",138
E07000028,Carlisle,6,"18,500","14,100",44,"27,700","24,200",21,"17,500","15,000",61,"29,300","24,900",61,"3,380","2,140",205
E07000029,Copeland,2,"19,400","14,400",26,"35,000","31,200",10,"20,000","17,500",33,"35,100","29,900",33,"4,690","3,050",156
E07000030,Eden,6,"19,700","13,800",19,"29,000","23,500",10,"20,400","17,700",28,"33,800","27,200",28,"4,570","2,530",128
E07000031,South Lakeland,9,"21,600","15,500",42,"29,100","23,600",22,"20,000","16,600",61,"33,900","25,300",61,"4,790","2,300",294
E11000001,Greater Manchester Metropolitan County,111,"23,600","16,100","1,030","31,800","25,000",290,"17,900","16,100","1,290","33,600","25,500","1,290","4,810","2,350","6,190"
E08000001,Bolton,11,"24,100","16,100",98,"28,800","23,400",31,"18,200","16,600",127,"30,800","23,700",127,"3,940","2,030",499
E08000002,Bury,8,"25,200","17,200",70,"32,200","26,500",27,"18,100","16,100",92,"34,400","27,200",92,"4,940","2,560",455
E08000003,Manchester,19,"21,300","14,900",178,"30,400","24,000",27,"17,200","15,300",205,"32,400","24,900",205,"4,490","2,280",920
E08000004,Oldham,8,"21,500","16,800",75,"28,700","22,900",24,"17,400","15,700",96,"30,100","23,300",96,"3,700","1,950",355
E08000005,Rochdale,8,"19,600","15,000",71,"29,000","24,100",22,"17,100","15,800",91,"30,100","24,100",91,"3,730","2,140",340
E08000006,Salford,11,"22,700","16,900",106,"31,900","25,100",23,"17,000","15,600",126,"34,200","25,700",126,"5,050","2,440",637
E08000007,Stockport,15,"26,500","15,600",116,"35,300","27,100",43,"20,000","17,100",155,"37,400","27,900",155,"5,850","2,670",910
E08000008,Tameside,8,"21,400","16,700",85,"28,800","24,200",25,"15,900","15,300",106,"29,600","24,300",106,"3,520","2,130",373
E08000009,Trafford,11,"33,300","16,900",97,"42,200","29,100",30,"20,100","16,200",123,"45,800","30,400",123,"8,880","3,160","1,090"
E08000010,Wigan,13,"20,200","16,900",132,"30,100","25,600",40,"16,600","16,200",168,"30,500","25,200",168,"3,680","2,290",617
E10000017,Lancashire County,55,"22,000","15,500",440,"30,500","24,200",183,"19,100","16,800",600,"32,900","25,200",600,"4,510","2,260","2,710"
E07000117,Burnley,3,"19,000","14,300",30,"27,100","23,700",10,"16,200","15,300",39,"28,200","23,700",39,"3,150","1,970",122
E07000118,Chorley,5,"19,700","14,100",47,"32,600","25,000",19,"19,500","16,300",63,"34,900","26,600",63,"5,010","2,430",314
E07000119,Fylde,3,"26,200","15,100",31,"34,500","25,100",17,"21,400","17,500",45,"37,300","27,400",45,"5,860","2,630",265
E07000120,Hyndburn,3,"20,600","17,200",26,"27,500","24,700",8,"16,000","15,500",33,"28,600","24,700",33,"3,150","2,150",104
E07000121,Lancaster,7,"22,100","15,200",45,"29,900","23,400",22,"18,600","15,200",65,"32,000","24,700",65,"4,210","2,090",273
E07000122,Pendle,4,"17,000","13,300",30,"25,800","21,800",10,"19,300","17,900",40,"28,000","22,000",40,"3,220","1,700",128
E07000123,Preston,6,"20,800","15,900",58,"29,200","23,200",15,"18,500","16,100",71,"31,200","24,700",71,"4,050","2,180",289
E07000124,Ribble Valley,4,"24,700","16,200",25,"33,400","25,800",16,"20,100","17,400",39,"37,300","26,500",39,"6,050","2,490",234
E07000125,Rossendale,4,"23,100","17,100",25,"31,500","25,200",7,"17,100","15,100",31,"34,500","26,100",31,"4,900","2,410",154
E07000126,South Ribble,5,"21,800","18,300",45,"31,700","26,700",19,"19,800","18,000",62,"33,100","26,900",62,"4,410","2,520",271
E07000127,West Lancashire,5,"24,400","15,700",40,"32,400","25,600",19,"20,700","18,000",57,"36,200","27,100",57,"5,440","2,550",309
E07000128,Wyre,6,"23,800","14,800",38,"29,800","23,500",21,"17,800","16,000",56,"32,600","24,400",56,"4,370","2,100",247
E11000002,Merseyside Metropolitan County,49,"22,600","16,400",503,"30,500","25,000",166,"18,300","16,100",642,"32,000","25,200",642,"4,310","2,310","2,760"
E08000011,Knowsley,6,"19,400","17,300",59,"27,700","23,900",14,"16,000","15,100",71,"28,900","24,300",71,"3,410","2,070",242
E08000012,Liverpool,15,"21,300","15,200",164,"29,800","24,600",39,"17,200","15,200",196,"31,400","24,900",196,"4,130","2,250",810
E08000014,Sefton,12,"22,900","16,400",100,"32,300","25,200",44,"19,900","17,500",137,"33,900","25,800",137,"4,950","2,370",676
E08000013,St. Helens,6,"22,600","17,700",68,"30,100","25,400",22,"17,300","16,000",87,"30,800","25,100",87,"3,830","2,340",332
E08000015,Wirral,11,"25,700","17,300",112,"31,900","26,000",47,"19,000","16,700",151,"33,300","26,000",151,"4,650","2,420",703
E12000003,Yorkshire and the Humber,235,"22,900","15,400","1,940","30,900","24,700",696,"18,700","16,500","2,550","33,000","25,300","2,550","4,590","2,300","11,700"
E06000011,East Riding of Yorkshire UA,17,"22,900","15,600",128,"31,600","24,900",66,"19,000","16,700",180,"34,300","25,900",180,"4,990","2,380",898
E06000010,Kingston upon Hull UA,8,"16,200","13,700",95,"25,900","22,800",23,"15,500","14,700",113,"26,900","22,900",113,"2,780","1,880",314
E06000012,North East Lincolnshire UA,4,"22,600","14,100",57,"29,100","23,600",17,"17,500","15,600",70,"31,100","24,700",70,"3,990","2,130",279
E06000013,North Lincolnshire UA,6,"18,800","14,400",66,"29,700","24,900",21,"18,000","16,400",83,"30,800","25,200",83,"3,890","2,280",324
E06000014,York UA,10,"24,500","16,600",73,"34,500","26,800",32,"20,300","17,600",102,"36,200","27,200",102,"5,560","2,560",567
E10000023,North Yorkshire County,42,"26,700","15,900",223,"33,200","24,400",112,"21,000","17,500",324,"38,000","26,800",324,"6,270","2,500","2,030"
E07000163,Craven,5,"25,100","16,600",19,"33,300","23,700",9,"20,900","17,300",28,"37,300","25,700",28,"6,050","2,340",170
E07000164,Hambleton,8,"26,100","15,000",32,"33,800","23,500",18,"22,900","18,600",49,"39,800","27,800",49,"6,880","2,710",335
E07000165,Harrogate,11,"32,100","14,600",63,"38,000","25,400",30,"23,600","18,200",90,"44,900","28,900",90,"8,640","2,840",774
E07000166,Richmondshire,3,"21,900","13,800",21,"28,700","21,800",12,"17,800","15,800",30,"32,400","23,700",30,"4,550","2,040",138
E07000167,Ryedale,5,"25,000","18,400",18,"31,400","25,600",10,"19,800","15,300",28,"36,400","27,500",28,"5,720","2,660",158
E07000168,Scarborough,6,"21,600","16,200",32,"26,600","22,200",20,"18,800","17,500",50,"29,800","23,500",50,"3,640","1,910",180
E07000169,Selby,5,"27,700","16,700",37,"33,900","26,500",14,"19,900","16,800",50,"36,500","28,000",50,"5,510","2,640",275
E11000003,South Yorkshire Metropolitan County,56,"21,300","15,200",478,"29,800","24,400",160,"17,800","16,200",620,"31,300","24,700",620,"4,040","2,200","2,510"
E08000016,Barnsley,11,"20,900","16,200",89,"29,700","24,100",35,"17,700","16,700",121,"30,100","24,000",121,"3,890","2,100",472
E08000017,Doncaster,13,"18,600","14,100",110,"29,200","24,100",39,"17,000","16,300",143,"30,500","24,300",143,"3,800","2,090",543
E08000018,Rotherham,11,"20,400","16,200",94,"29,900","24,900",32,"16,800","15,500",123,"30,700","24,600",123,"3,810","2,200",467
E08000019,Sheffield,22,"23,500","15,500",185,"30,300","24,500",54,"19,000","16,500",233,"32,600","25,400",233,"4,390","2,300","1,030"
E11000006,West Yorkshire Metropolitan County,93,"22,700","15,500",816,"31,200","25,200",264,"18,500","16,400","1,060","32,900","25,500","1,060","4,510","2,330","4,770"
E08000032,Bradford,20,"23,000","15,100",159,"29,100","23,700",46,"18,200","16,100",202,"31,400","24,400",202,"4,130","2,150",835
E08000033,Calderdale,8,"18,500","14,700",72,"30,200","24,900",29,"18,600","16,100",97,"31,900","24,900",97,"4,170","2,180",407
E08000034,Kirklees,19,"20,300","14,900",150,"30,300","24,400",52,"18,700","16,800",198,"32,200","25,100",198,"4,270","2,210",846
E08000035,Leeds,32,"25,700","16,400",296,"33,300","26,700",91,"18,800","16,700",381,"35,100","26,800",381,"5,200","2,540","1,980"
E08000036,Wakefield,14,"20,900","17,300",139,"30,300","25,200",46,"17,700","16,100",179,"31,000","25,200",179,"3,920","2,300",702
E12000004,East Midlands,223,"23,500","16,400","1,810","31,700","25,000",643,"18,900","16,500","2,380","33,800","25,800","2,380","4,850","2,370","11,500"
E06000015,Derby UA,8,"19,200","14,700",91,"30,500","24,900",28,"17,100","15,700",115,"30,800","24,800",115,"3,900","2,170",447
E06000016,Leicester UA,10,"18,200","15,700",115,"26,300","22,100",21,"16,700","15,400",135,"27,700","22,700",135,"3,090","1,830",416
E06000061,North Northamptonshire UA,18,"23,900","17,600",145,"32,500","25,800",39,"19,600","17,100",183,"34,500","26,800",183,"5,100","2,590",933
E06000018,Nottingham UA,10,"20,300","15,000",95,"28,000","23,500",20,"18,100","15,800",114,"29,700","24,000",114,"3,680","2,080",421
E06000017,Rutland UA,2,"36,300","16,600",14,"38,700","25,800",8,"22,000","16,500",20,"48,700","30,200",20,"10,000","2,710",206
E06000062,West Northamptonshire UA,27,"29,100","18,600",177,"34,600","26,700",54,"18,800","16,000",230,"37,200","27,400",230,"5,940","2,690","1,370"
E10000007,Derbyshire County,37,"21,700","15,600",301,"31,500","24,800",126,"18,700","16,500",411,"33,200","25,200",411,"4,650","2,250","1,910"
E07000032,Amber Valley,6,"20,400","14,400",49,"32,100","24,900",18,"18,900","17,000",65,"33,900","25,200",65,"4,950","2,290",320
E07000033,Bolsover,3,"22,500","17,900",28,"28,200","23,400",12,"16,300","16,000",38,"28,900","22,900",38,"3,430","1,940",132
E07000034,Chesterfield,4,"20,100","14,100",37,"30,100","24,900",16,"17,800","15,700",52,"29,900","24,000",52,"3,580","2,080",186
E07000035,Derbyshire Dales,5,"21,900","14,200",26,"33,100","23,300",16,"20,500","16,900",40,"37,800","25,900",40,"6,140","2,210",244
E07000036,Erewash,4,"21,000","16,500",44,"29,800","23,600",16,"17,000","15,700",58,"31,300","24,500",58,"3,940","2,160",228
E07000037,High Peak,5,"22,600","16,300",34,"32,000","25,100",16,"19,900","16,700",47,"34,600","26,300",47,"4,960","2,340",235
E07000038,North East Derbyshire,4,"20,300","16,700",38,"31,700","26,700",16,"19,000","17,600",52,"33,200","26,700",52,"4,570","2,490",237
E07000039,South Derbyshire,5,"24,300","17,500",45,"33,900","26,500",16,"19,400","16,600",59,"36,100","27,000",59,"5,560","2,570",330
E10000018,Leicestershire County,35,"25,400","17,300",282,"33,700","26,700",105,"19,600","17,000",374,"36,500","27,600",374,"5,570","2,640","2,080"
E07000129,Blaby,5,"22,400","19,400",42,"32,400","26,800",15,"17,200","15,400",55,"33,400","26,600",55,"4,510","2,490",249
E07000130,Charnwood,8,"26,000","17,800",68,"31,900","25,900",24,"19,500","17,100",90,"35,300","26,700",90,"5,240","2,490",470
E07000131,Harborough,6,"29,400","17,800",40,"39,500","28,200",16,"21,700","17,400",54,"44,200","31,200",54,"8,100","3,040",439
E07000132,Hinckley and Bosworth,6,"23,500","14,100",47,"32,700","26,800",18,"18,500","16,400",62,"34,700","27,400",62,"5,040","2,620",314
E07000133,Melton,3,"23,000","14,900",21,"31,800","22,800",8,"22,300","18,900",28,"36,400","26,400",28,"5,720","2,430",160
E07000134,North West Leicestershire,4,"23,700","17,500",44,"34,100","27,500",16,"19,900","16,900",57,"35,800","27,700",57,"5,340","2,700",306
E07000135,Oadby and Wigston,2,"30,500","18,000",20,"34,000","27,200",8,"19,600","18,300",27,"36,400","28,100",27,"5,340","2,800",146
E10000019,Lincolnshire County,37,"22,100","16,400",280,"30,200","24,400",118,"18,800","16,400",381,"32,400","25,300",381,"4,390","2,300","1,670"
E07000136,Boston,3,"20,300","15,600",28,"25,700","22,300",7,"17,100","15,200",35,"27,500","22,500",35,"3,110","1,820",110
E07000137,East Lindsey,7,"20,000","14,100",41,"26,900","22,100",25,"18,300","16,400",62,"29,300","23,600",62,"3,470","1,930",216
E07000138,Lincoln,4,"21,600","19,100",36,"28,300","23,700",10,"18,700","15,400",45,"29,900","24,400",45,"3,610","2,170",162
E07000139,North Kesteven,6,"22,200","16,500",44,"32,400","27,000",22,"18,600","16,700",61,"34,200","27,000",61,"4,760","2,570",292
E07000140,South Holland,5,"22,000","17,500",39,"28,600","25,000",13,"17,000","15,500",52,"30,400","25,100",52,"3,810","2,260",197
E07000141,South Kesteven,7,"25,300","17,500",55,"34,500","25,700",25,"19,700","17,000",76,"36,800","27,400",76,"5,790","2,600",442
E07000142,West Lindsey,5,"22,100","14,400",36,"31,700","25,500",16,"20,900","18,300",49,"35,300","26,900",49,"5,140","2,530",253
E10000024,Nottinghamshire County,38,"22,900","16,000",310,"32,400","25,100",125,"18,900","16,800",419,"34,200","25,800",419,"4,980","2,350","2,090"
E07000170,Ashfield,5,"21,000","19,100",45,"28,200","24,100",17,"15,600","15,300",60,"28,600","23,700",60,"3,280","2,050",196
E07000171,Bassetlaw,5,"21,400","14,900",44,"31,200","24,400",19,"17,600","16,300",59,"32,800","25,300",59,"4,550","2,270",270
E07000172,Broxtowe,4,"21,000","15,600",43,"33,600","27,300",19,"18,400","17,300",58,"34,400","26,800",58,"4,870","2,590",281
E07000173,Gedling,6,"23,300","16,400",45,"30,200","25,300",16,"19,900","17,300",60,"32,800","26,400",60,"4,330","2,440",259
E07000174,Mansfield,6,"19,000","15,500",40,"27,800","23,500",15,"17,200","16,400",53,"29,100","23,600",53,"3,410","1,990",181
E07000175,Newark and Sherwood,7,"23,100","15,700",45,"31,300","23,600",21,"19,800","17,700",64,"34,200","24,800",64,"5,090","2,220",327
E07000176,Rushcliffe,6,"30,000","15,400",48,"43,200","29,600",19,"23,400","19,500",65,"46,300","32,000",65,"8,840","3,280",572
E12000005,West Midlands,260,"22,800","16,100","2,100","31,600","25,100",734,"18,600","16,400","2,760","33,600","25,500","2,760","4,800","2,340","13,200"
E06000019,Herefordshire UA,13,"22,700","16,900",64,"29,900","25,100",35,"20,200","17,800",96,"33,700","26,200",96,"4,760","2,400",455
E06000051,Shropshire UA,22,"20,900","15,600",123,"31,400","24,900",50,"19,900","16,300",168,"34,900","26,500",168,"5,060","2,470",849
E06000021,Stoke-on-Trent UA,8,"20,200","16,400",89,"26,100","23,600",26,"14,600","15,000",110,"26,800","23,300",110,"2,890","1,960",318
E06000020,Telford and Wrekin UA,8,"18,000","15,000",71,"29,900","25,100",23,"17,300","16,700",91,"30,700","24,800",91,"3,870","2,220",351
E10000028,Staffordshire County,45,"21,100","15,400",339,"32,500","25,600",135,"19,100","17,100",458,"34,500","26,100",458,"5,080","2,410","2,330"
E07000192,Cannock Chase,5,"21,400","20,100",36,"28,900","25,400",12,"17,400","17,200",47,"30,000","25,400",47,"3,540","2,320",166
E07000193,East Staffordshire,6,"20,900","13,500",48,"32,600","24,900",14,"20,200","17,100",61,"34,300","25,300",61,"5,060","2,310",311
E07000194,Lichfield,7,"23,200","16,400",41,"36,200","27,200",18,"21,900","18,000",58,"39,400","28,800",58,"6,590","2,800",384
E07000195,Newcastle-under-Lyme,6,"18,500","14,200",48,"33,200","25,000",19,"16,600","15,800",64,"34,700","24,500",64,"5,590","2,150",357
E07000196,South Staffordshire,6,"21,800","14,100",44,"34,400","27,200",22,"19,100","17,000",62,"36,900","26,800",62,"5,710","2,510",354
E07000197,Stafford,6,"23,900","17,000",54,"33,300","26,500",22,"20,000","18,200",73,"36,000","27,700",73,"5,370","2,600",394
E07000198,Staffordshire Moorlands,6,"19,500","14,000",37,"29,200","24,500",18,"18,000","16,200",53,"31,500","25,200",53,"3,990","2,200",212
E07000199,Tamworth,3,"18,200","16,700",31,"30,400","25,200",9,"19,200","18,200",39,"30,800","25,000",39,"3,800","2,350",150
E10000031,Warwickshire County,28,"25,100","15,600",242,"37,200","27,500",90,"20,500","17,300",319,"39,800","28,300",319,"6,770","2,790","2,160"
E07000218,North Warwickshire,3,"19,500","16,300",24,"32,300","26,800",9,"17,700","16,400",32,"33,500","26,600",32,"4,780","2,450",153
E07000219,Nuneaton and Bedworth,5,"20,900","19,400",51,"30,300","25,900",17,"17,900","16,400",67,"30,600","25,200",67,"3,740","2,300",249
E07000220,Rugby,4,"26,600","15,600",51,"35,400","27,500",16,"19,600","18,000",64,"37,100","28,100",64,"5,710","2,770",365
E07000221,Stratford-on-Avon,9,"27,800","15,200",53,"43,200","28,500",24,"23,100","17,900",73,"48,200","31,400",73,"9,760","3,210",717
E07000222,Warwick,7,"25,800","14,200",64,"41,200","29,700",24,"21,300","17,600",83,"44,200","31,200",83,"8,130","3,210",677
E11000005,West Midlands Metropolitan County,103,"22,900","16,200",943,"30,300","24,600",279,"17,400","15,900","1,200","31,500","24,600","1,200","4,160","2,170","5,010"
E08000025,Birmingham,38,"25,200","15,700",332,"30,500","24,500",88,"17,200","15,800",417,"32,200","24,700",417,"4,390","2,220","1,830"
E08000026,Coventry,10,"20,400","15,600",118,"30,200","25,600",37,"17,900","16,400",152,"30,500","24,900",152,"3,780","2,240",574
E08000027,Dudley,13,"20,200","16,400",114,"29,000","24,500",36,"17,200","15,700",147,"29,700","24,200",147,"3,500","2,130",515
E08000028,Sandwell,12,"17,300","15,800",111,"27,400","23,600",25,"14,600","14,300",134,"27,800","23,400",134,"3,030","1,960",408
E08000029,Solihull,9,"31,100","16,500",84,"38,600","27,500",34,"21,400","18,400",115,"40,800","28,300",115,"7,140","2,790",822
E08000030,Walsall,11,"22,400","19,100",90,"28,900","24,000",29,"17,100","15,600",117,"30,100","24,000",117,"3,710","2,100",434
E08000031,Wolverhampton,10,"19,500","15,500",93,"28,600","23,900",32,"15,500","15,400",120,"29,200","23,300",120,"3,550","1,910",427
E10000034,Worcestershire County,33,"25,800","16,500",230,"33,100","25,500",97,"20,200","17,200",314,"36,500","27,000",314,"5,610","2,560","1,760"
E07000234,Bromsgrove,5,"39,500","18,000",40,"39,000","29,500",16,"21,300","18,100",53,"43,600","31,000",53,"7,900","3,220",420
E07000235,Malvern Hills,5,"28,000","15,900",26,"35,100","25,200",17,"22,300","18,500",40,"39,500","27,800",40,"6,530","2,660",264
E07000236,Redditch,5,"22,400","18,500",39,"30,200","24,800",13,"17,900","16,900",50,"32,400","25,200",50,"4,180","2,350",210
E07000237,Worcester,5,"21,400","16,300",40,"30,500","25,800",13,"18,000","16,200",52,"31,900","26,100",52,"4,180","2,520",215
E07000238,Wychavon,8,"25,600","16,700",49,"34,400","25,200",22,"21,000","17,800",68,"38,800","28,000",68,"6,370","2,660",431
E07000239,Wyre Forest,6,"18,800","15,500",36,"29,700","23,700",16,"19,300","16,900",51,"32,200","24,700",51,"4,330","2,140",222
E12000006,East of England,382,"28,500","17,200","2,410","38,300","27,700",851,"20,300","17,100","3,240","40,900","28,400","3,240","7,260","2,790","23,500"
E06000055,Bedford UA,10,"28,300","18,700",74,"36,400","28,100",24,"20,100","16,900",97,"38,100","28,100",97,"6,170","2,760",599
E06000056,Central Bedfordshire UA,19,"25,900","19,400",129,"37,800","29,400",43,"18,900","16,700",172,"38,800","29,500",172,"6,270","3,000","1,080"
E06000032,Luton UA,11,"20,600","16,000",71,"29,200","25,300",15,"17,700","15,600",89,"30,300","25,500",89,"3,690","2,380",328
E06000031,Peterborough UA,10,"23,300","17,300",78,"30,100","24,000",19,"18,700","16,300",97,"31,700","24,500",97,"4,270","2,230",413
E06000033,Southend-on-Sea UA,10,"24,700","18,600",64,"38,700","28,200",21,"20,200","17,100",84,"39,900","29,000",84,"6,860","2,900",579
E06000034,Thurrock UA,12,"23,600","18,700",71,"34,600","28,800",15,"17,900","17,100",89,"35,700","29,200",89,"5,140","3,000",456
E10000003,Cambridgeshire County,41,"27,300","15,400",281,"40,300","29,500",87,"20,700","16,600",363,"42,500","30,000",363,"7,710","3,090","2,800"
E07000008,Cambridge,8,"31,000","12,400",58,"45,800","31,400",11,"23,300","18,400",69,"49,200","32,200",69,"10,100","3,420",696
E07000009,East Cambridgeshire,6,"25,800","18,300",38,"37,800","29,700",13,"19,700","16,000",50,"40,200","30,500",50,"6,820","3,240",344
E07000010,Fenland,5,"23,700","19,900",40,"30,100","25,900",13,"16,700","15,900",52,"30,700","25,500",52,"3,850","2,390",202
E07000011,Huntingdonshire,10,"26,600","15,700",72,"36,800","28,800",25,"20,600","17,000",95,"38,900","29,500",95,"6,420","2,980",608
E07000012,South Cambridgeshire,12,"27,800","14,100",73,"46,100","31,100",25,"22,100","17,300",97,"48,700","32,400",97,"9,860","3,430",953
E10000012,Essex County,95,"28,800","17,800",563,"40,300","28,500",207,"20,500","17,200",768,"43,600","29,400",768,"8,190","2,940","6,290"
E07000066,Basildon,11,"26,400","20,900",69,"37,900","27,700",21,"19,300","16,200",91,"38,700","29,000",91,"6,430","2,860",584
E07000067,Braintree,10,"30,300","18,100",61,"37,800","27,000",21,"20,800","17,700",82,"40,300","28,500",82,"6,860","2,750",564
E07000068,Brentwood,5,"42,900","16,700",29,"55,700","33,100",11,"24,800","20,100",41,"59,300","34,900",41,"13,900","3,770",566
E07000069,Castle Point,5,"23,100","20,700",32,"34,500","26,600",15,"19,900","18,000",46,"35,700","27,700",46,"5,420","2,620",250
E07000070,Chelmsford,10,"31,400","17,900",71,"44,300","30,800",23,"23,500","18,700",94,"46,400","31,900",94,"8,960","3,450",843
E07000071,Colchester,12,"26,800","16,400",74,"36,900","28,200",23,"20,200","16,900",96,"39,200","28,600",96,"6,520","2,860",628
E07000072,Epping Forest,11,"35,900","17,400",52,"48,300","30,300",18,"21,000","17,400",71,"67,900","33,100",71,"17,000","3,540","1,210"
E07000073,Harlow,5,"21,300","16,300",35,"31,800","26,700",9,"17,300","15,800",44,"32,500","26,800",44,"4,300","2,550",191
E07000074,Maldon,5,"23,500","16,800",24,"38,200","28,100",12,"20,200","17,300",36,"39,500","28,800",36,"6,750","2,690",243
E07000075,Rochford,6,"23,500","18,100",35,"40,000","29,300",12,"19,000","16,300",47,"40,700","29,700",47,"7,070","3,010",331
E07000076,Tendring,8,"21,400","16,800",42,"30,800","25,400",25,"18,700","15,900",66,"31,600","24,200",66,"4,210","2,030",279
E07000077,Uttlesford,7,"34,100","16,200",38,"49,000","32,400",16,"20,900","16,200",54,"52,200","33,700",54,"11,300","3,410",606
E10000015,Hertfordshire County,80,"36,800","17,500",492,"46,700","30,600",153,"22,300","18,300",646,"50,200","32,100",646,"10,500","3,410","6,810"
E07000095,Broxbourne,7,"24,500","16,800",38,"36,300","27,900",12,"18,900","16,100",51,"38,000","28,200",51,"6,070","2,760",308
E07000096,Dacorum,10,"35,800","18,300",62,"46,800","29,800",20,"23,100","18,100",81,"50,400","32,300",81,"10,700","3,400",868
E07000242,East Hertfordshire,10,"34,200","19,100",64,"48,700","31,500",22,"22,900","19,600",86,"51,500","33,500",86,"11,000","3,680",938
E07000098,Hertsmere,9,"40,400","17,100",45,"44,600","28,500",15,"20,200","16,000",60,"53,300","32,200",60,"11,500","3,320",696
