code,name,self_employment_income_count,self_employment_income_mean,self_employment_income_median,employment_income_count,employment_income_mean,employment_income_median,pension_income_count,pension_income_mean,pension_income_median,total_income_count,total_income_mean,total_income_median,total_tax_count,total_tax_mean,total_tax_median,total_tax_amount
E14000578,Bolton North East,3,"25,500","17,000",33,"28,300","22,800",11,"18,000","16,500",43,"30,100","23,800",43,"3,700","1,990",159
E14000579,Bolton South East,4,"17,600","15,500",32,"26,500","23,000",7,"16,900","16,900",40,"27,000","22,700",40,"2,910","1,860",117
E14000580,Bolton West,4,"29,600","15,800",38,"31,000","24,200",15,"18,500","16,600",51,"34,000","24,600",51,"4,820","2,160",246
E14000581,Bootle,3,"19,200","17,200",35,"29,200","25,200",9,"16,500","14,800",43,"29,500","24,300",43,"3,470","2,180",149
E14000582,Boston and Skegness,6,"20,100","14,800",39,"25,500","22,100",14,"16,800","15,200",52,"27,400","22,400",52,"3,060","1,790",159
E14000583,Bosworth,5,"23,500","14,100",44,"32,700","26,800",17,"18,300","15,800",58,"34,700","27,300",58,"5,030","2,620",293
E14000584,Bournemouth East,6,"24,000","18,600",41,"31,100","24,600",12,"19,400","16,600",53,"33,500","25,400",53,"4,760","2,350",252
E14000585,Bournemouth West,5,"20,700","14,900",38,"29,100","23,200",12,"19,800","16,900",50,"31,900","24,500",50,"4,300","2,130",214
E14000586,Bracknell,5,"27,200","19,700",50,"41,200","29,600",14,"21,500","17,900",62,"43,000","30,900",62,"7,780","3,420",479
E14000587,Bradford East,3,"17,500","14,000",31,"26,100","22,200",5,"17,200","16,000",36,"27,400","22,500",36,"2,980","1,760",107
E14000588,Bradford South,3,"17,200","15,500",33,"26,900","22,500",10,"14,100","14,600",41,"27,300","22,300",41,"2,940","1,740",121
E14000589,Bradford West,3,"18,100","14,000",29,"25,900","22,400",4,"17,000","16,400",34,"27,400","23,200",34,"2,960","1,850",102
E14000590,Braintree,7,"30,600","18,300",40,"36,900","26,800",15,"21,300","17,800",55,"39,400","27,700",55,"6,520","2,600",362
E14000591,Brent Central,10,"25,800","18,200",48,"39,400","27,900",8,"15,800","14,100",60,"40,900","28,000",60,"7,270","2,830",440
E14000592,Brent North,13,"23,200","19,400",52,"35,400","28,600",9,"18,500","16,400",68,"37,200","29,500",68,"5,630","3,180",386
E14000593,Brentford and Isleworth,10,"41,300","18,600",60,"54,000","31,500",11,"21,900","16,800",74,"57,600","33,000",74,"13,500","3,620",999
E14000594,Brentwood and Ongar,7,"41,100","18,000",37,"54,200","32,300",14,"23,900","18,900",51,"59,400","34,600",51,"13,900","3,760",711
E14000595,Bridgwater and West Somerset,7,"19,900","14,100",41,"27,500","22,800",19,"19,900","17,200",57,"31,000","24,400",57,"3,980","2,120",229
E14000596,Brigg and Goole,3,"20,300","15,600",34,"30,600","23,900",14,"19,900","18,000",46,"31,800","24,800",46,"4,180","2,240",194
E14000597,"Brighton, Kemptown",7,"23,900","17,400",32,"33,700","26,000",12,"18,200","16,500",45,"36,000","26,800",45,"5,480","2,490",246
E14000598,"Brighton, Pavilion",7,"23,100","16,600",38,"39,200","28,000",9,"20,600","17,000",49,"42,200","29,800",49,"7,280","2,970",356
E14000599,Bristol East,6,"21,000","18,100",41,"30,100","26,300",8,"16,400","15,700",51,"31,300","26,300",51,"3,820","2,440",195
E14000600,Bristol North West,6,"27,300","14,000",42,"35,900","27,000",13,"21,000","16,800",55,"38,700","28,000",55,"6,350","2,720",350
E14000601,Bristol South,6,"20,200","16,100",44,"29,900","25,100",10,"16,500","15,900",55,"31,500","26,000",55,"3,980","2,460",217
E14000602,Bristol West,9,"29,100","15,800",57,"37,100","29,000",9,"22,400","18,200",67,"42,900","31,000",67,"7,670","3,320",512
E14000603,Broadland,7,"27,000","16,700",33,"30,700","23,400",18,"18,900","16,300",50,"34,700","25,100",50,"5,240","2,190",261
E14000604,Bromley and Chislehurst,6,"53,400","18,100",37,"57,200","36,100",11,"23,600","19,600",48,"61,100","36,800",48,"14,700","4,240",709
E14000605,Bromsgrove,5,"39,500","18,000",40,"39,000","29,500",16,"21,300","18,100",53,"43,600","31,000",53,"7,900","3,220",420
E14000606,Broxbourne,7,"27,100","16,800",40,"38,700","28,000",13,"19,200","16,100",54,"40,700","28,700",54,"7,100","2,790",381
E14000607,Broxtowe,3,"21,300","16,100",37,"34,400","27,400",16,"18,700","17,200",50,"35,300","27,500",50,"5,090","2,660",253
E14000608,Buckingham,8,"30,400","15,600",48,"48,400","31,600",19,"23,400","18,500",65,"51,300","33,100",65,"10,600","3,610",697
E14000609,Burnley,3,"19,000","14,300",30,"27,100","23,700",10,"16,200","15,300",39,"28,200","23,700",39,"3,150","1,970",122
E14000610,Burton,5,"19,400","13,800",44,"31,100","24,600",12,"19,100","15,900",55,"32,400","24,900",55,"4,440","2,230",244
E14000611,Bury North,3,"25,800","17,000",31,"32,600","25,700",11,"18,600","16,800",40,"34,500","26,500",40,"5,080","2,440",205
E14000612,Bury South,5,"24,900","17,200",40,"32,000","27,100",15,"17,800","15,700",52,"34,400","27,900",52,"4,830","2,650",250
E14000613,Bury St Edmunds,7,"26,000","16,900",45,"34,400","27,400",21,"19,900","17,600",63,"36,800","27,800",63,"5,680","2,750",357
E14000614,Calder Valley,5,"19,900","14,900",39,"33,300","26,600",17,"19,400","16,000",53,"35,000","26,300",53,"4,990","2,430",264
E14000615,Camberwell and Peckham,8,"32,300","15,200",56,"41,400","30,800",5,"16,200","13,600",62,"44,900","31,600",62,"8,430","3,490",524
E14000616,Camborne and Redruth,7,"20,300","15,200",30,"27,600","24,600",12,"16,500","15,100",42,"30,100","24,600",42,"3,560","2,170",150
E14000617,Cambridge,7,"29,100","12,400",54,"45,000","30,000",10,"22,800","18,000",64,"48,000","31,700",64,"9,630","3,310",614
E14000618,Cannock Chase,5,"21,400","20,100",36,"28,900","25,400",12,"17,400","17,200",47,"30,000","25,400",47,"3,540","2,320",166
E14000619,Canterbury,7,"28,000","15,400",36,"36,900","26,000",16,"20,400","17,600",52,"39,500","27,200",52,"6,720","2,530",347
E14000620,Carlisle,3,"16,100","12,600",36,"27,700","24,600",15,"17,500","15,000",48,"28,700","24,700",48,"3,200","2,120",153
E14000621,Carshalton and Wallington,6,"24,900","20,900",38,"41,700","31,500",9,"20,000","17,500",49,"42,000","31,700",49,"7,180","3,380",351
E14000622,Castle Point,5,"23,100","20,700",32,"34,500","26,600",15,"19,900","18,000",46,"35,700","27,700",46,"5,420","2,620",250
E14000623,Central Devon,10,"24,200","13,700",31,"29,300","23,400",20,"20,400","16,500",50,"35,300","25,800",50,"5,400","2,320",269
E14000624,Central Suffolk and North Ipswich,6,"23,300","15,300",36,"34,700","25,300",19,"18,800","16,000",53,"37,500","26,200",53,"6,130","2,420",324
E14000625,Charnwood,5,"26,200","19,900",42,"32,900","26,400",16,"19,700","17,100",56,"37,100","27,600",56,"5,770","2,620",323
E14000626,Chatham and Aylesford,5,"21,700","19,300",39,"34,000","28,300",12,"18,900","17,700",51,"34,500","28,400",51,"4,820","2,930",245
E14000627,Cheadle,5,"31,700","14,900",36,"40,600","28,200",15,"21,800","17,400",49,"44,100","30,300",49,"7,990","3,040",395
E14000628,Chelmsford,5,"30,900","17,200",44,"42,400","30,300",12,"22,600","18,700",57,"43,400","30,900",57,"7,970","3,270",452
E14000629,Chelsea and Fulham,7,"261,000","17,800",45,"121,000","38,400",7,"32,200","18,700",53,"159,000","43,100",53,"54,100","5,560","2,870"
E14000630,Cheltenham,6,"23,800","14,500",40,"37,900","25,800",15,"20,800","17,100",55,"40,600","28,300",55,"6,990","2,650",381
E14000631,Chesham and Amersham,7,"52,600","18,000",37,"64,300","32,200",17,"27,000","19,200",54,"67,500","35,000",54,"17,200","3,770",926
E14000632,Chesterfield,3,"20,400","14,300",33,"30,200","25,100",14,"18,100","15,800",46,"30,100","24,100",46,"3,620","2,100",168
E14000633,Chichester,8,"33,800","16,100",43,"39,200","25,400",22,"23,300","17,800",63,"44,100","27,900",63,"8,560","2,710",538
E14000634,Chingford and Woodford Green,7,"29,500","18,300",40,"44,600","31,200",9,"22,600","18,200",51,"46,900","33,800",51,"8,930","3,710",453
E14000635,Chippenham,5,"24,600","16,500",41,"33,800","26,500",16,"20,900","17,300",55,"36,600","28,200",55,"5,470","2,680",300
E14000636,Chipping Barnet,9,"40,000","19,100",45,"50,500","32,000",13,"22,600","19,300",60,"56,100","34,700",60,"12,400","3,750",745
E14000637,Chorley,4,"18,000","13,500",43,"32,400","25,100",16,"19,300","16,600",56,"34,300","26,400",56,"4,820","2,400",271
E14000638,Christchurch,5,"24,900","16,000",26,"32,700","23,100",19,"22,500","17,900",44,"35,500","25,700",44,"5,390","2,230",239
E14000639,Cities of London and Westminster,8,"261,000","20,600",52,"113,000","40,900",9,"35,100","16,900",63,"148,000","44,000",63,"49,700","5,870","3,150"
E14000640,City of Chester,4,"22,300","11,500",35,"36,200","27,600",14,"23,000","19,400",47,"38,200","28,300",47,"6,160","2,730",293
E14000641,City of Durham,3,"26,500","15,300",32,"33,900","27,100",16,"19,900","16,500",45,"34,500","26,400",45,"4,950","2,540",225
E14000642,Clacton,4,"19,400","16,100",23,"27,900","23,300",15,"18,500","16,800",37,"28,700","22,600",37,"3,340","1,880",125
E14000643,Cleethorpes,3,"27,200","17,500",34,"31,600","25,500",13,"18,100","15,800",44,"33,800","25,900",44,"4,780","2,410",210
E14000644,Colchester,7,"22,300","15,200",49,"35,700","28,400",12,"20,400","16,900",61,"37,100","28,400",61,"5,680","2,860",345
E14000645,Colne Valley,6,"19,600","13,600",45,"33,500","26,000",18,"18,900","17,000",61,"34,800","26,300",61,"5,050","2,380",307
E14000646,Congleton,6,"23,000","16,700",41,"47,700","26,500",20,"20,800","17,000",58,"47,600","28,100",58,"10,300","2,720",602
E14000647,Copeland,2,"22,600","17,000",29,"34,700","30,500",11,"20,200","17,500",39,"35,000","28,700",39,"4,720","2,870",183
E14000648,Corby,6,"24,300","15,700",52,"34,200","26,700",14,"20,200","17,200",65,"36,900","27,200",65,"5,900","2,700",383
E14000649,Coventry North East,4,"16,400","15,200",44,"28,500","24,400",9,"14,900","14,500",52,"28,500","23,600",52,"3,200","2,080",168
E14000650,Coventry North West,3,"19,500","15,500",38,"30,400","26,200",14,"18,000","16,600",52,"30,000","25,100",52,"3,580","2,270",185
E14000651,Coventry South,3,"25,600","16,000",36,"32,000","26,000",13,"19,800","17,400",48,"33,300","25,700",48,"4,630","2,440",221
E14000652,Crawley,6,"23,200","19,200",45,"33,400","27,900",10,"17,900","17,000",56,"34,100","27,900",56,"4,830","2,790",270
E14000653,Crewe and Nantwich,4,"22,000","17,300",45,"32,100","26,300",17,"18,500","16,700",60,"32,700","26,300",60,"4,590","2,560",274
E14000654,Croydon Central,7,"21,500","16,800",50,"37,400","28,900",12,"20,000","17,000",62,"38,300","29,500",62,"6,030","3,130",376
E14000655,Croydon North,9,"19,600","14,500",56,"33,700","27,400",8,"17,600","15,800",66,"36,000","28,000",66,"5,300","2,850",349
E14000656,Croydon South,6,"29,400","15,300",50,"46,200","33,000",15,"23,300","19,400",64,"48,700","34,600",64,"9,630","3,870",612
E14000657,Dagenham and Rainham,9,"20,900","19,300",41,"32,400","28,800",9,"16,800","16,500",52,"32,900","28,500",52,"4,230","2,860",222
E14000658,Darlington,3,"18,100","13,500",35,"28,700","23,000",12,"18,100","16,100",44,"30,200","23,600",44,"3,760","2,090",167
E14000659,Dartford,7,"24,500","18,400",47,"38,700","31,000",14,"20,700","17,100",62,"39,800","30,600",62,"6,510","3,220",401
E14000660,Daventry,7,"27,600","16,300",46,"37,500","27,500",18,"20,000","17,400",63,"40,100","27,900",63,"6,950","2,730",436
E14000661,Denton and Reddish,4,"20,000","15,900",35,"28,900","24,700",9,"16,000","15,400",44,"29,300","24,300",44,"3,400","2,110",151
E14000662,Derby North,4,"21,200","14,400",37,"32,000","25,200",12,"18,300","16,100",48,"32,200","25,200",48,"4,300","2,330",206
E14000663,Derby South,3,"18,200","17,000",37,"28,100","23,600",9,"14,700","14,400",44,"28,500","23,400",44,"3,350","1,930",148
E14000664,Derbyshire Dales,6,"22,400","14,500",29,"35,000","23,800",18,"20,500","16,700",44,"39,400","26,000",44,"6,730","2,250",299
E14000665,Devizes,6,"28,200","17,500",39,"36,600","27,200",19,"21,400","16,800",54,"41,700","29,600",54,"7,360","3,100",395
E14000666,Dewsbury,6,"23,400","16,000",39,"29,100","24,000",14,"19,700","17,400",53,"32,200","25,000",53,"4,280","2,160",225
E14000667,Don Valley,5,"18,700","14,200",37,"29,300","24,000",16,"17,400","16,200",51,"30,900","24,600",51,"3,940","2,090",200
E14000668,Doncaster Central,4,"16,100","11,400",41,"28,900","24,100",12,"16,700","16,100",51,"29,700","24,300",51,"3,480","2,110",177
E14000669,Doncaster North,4,"21,300","15,200",32,"29,400","24,100",11,"16,800","16,800",41,"30,800","24,200",41,"4,020","2,090",166
E14000670,Dover,6,"20,900","17,300",34,"30,000","24,500",21,"18,000","15,400",52,"31,400","24,800",52,"4,050","2,180",210
E14000671,Dudley North,3,"17,900","16,900",28,"27,600","24,000",8,"16,900","16,700",36,"28,100","23,900",36,"3,050","2,010",108
E14000672,Dudley South,3,"19,200","16,600",31,"28,500","24,600",9,"16,500","14,000",40,"28,600","24,000",40,"3,180","2,110",126
E14000673,Dulwich and West Norwood,8,"68,100","15,300",49,"58,700","35,900",7,"23,300","16,400",57,"67,400","37,800",57,"17,000","4,490",974
E14000674,Ealing Central and Acton,10,"50,700","18,500",55,"58,100","33,200",10,"24,100","17,400",68,"63,500","35,500",68,"15,500","4,100","1,050"
E14000675,Ealing North,9,"22,700","20,300",48,"35,400","27,200",11,"16,800","14,600",61,"36,000","27,200",61,"5,600","2,660",344
E14000676,"Ealing, Southall",6,"24,000","19,400",41,"35,800","28,300",6,"17,900","16,300",49,"37,500","28,800",49,"5,960","2,960",293
